"query","column","value"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","2980.59"
"08_card_by_year","[Txn]","173"
"08_card_by_year","[Decline]","0.0289017341040462"
"08_card_by_year","Card[Card]","6081"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","18897.44"
"08_card_by_year","[Txn]","711"
"08_card_by_year","[Decline]","0.0070323488045007"
"08_card_by_year","Card[Card]","4526"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","10333.37"
"08_card_by_year","[Txn]","142"
"08_card_by_year","[Decline]","0.0211267605633803"
"08_card_by_year","Card[Card]","2898"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","12302.08"
"08_card_by_year","[Txn]","299"
"08_card_by_year","[Decline]","0.020066889632107"
"08_card_by_year","Card[Card]","2826"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","12988.87"
"08_card_by_year","[Txn]","290"
"08_card_by_year","[Decline]","0.0206896551724138"
"08_card_by_year","Card[Card]","3414"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","12325.83"
"08_card_by_year","[Txn]","256"
"08_card_by_year","[Decline]","0.01171875"
"08_card_by_year","Card[Card]","4540"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","11570.59"
"08_card_by_year","[Txn]","411"
"08_card_by_year","[Decline]","0.0097323600973236"
"08_card_by_year","Card[Card]","5754"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","9228.7"
"08_card_by_year","[Txn]","498"
"08_card_by_year","[Decline]","0.00602409638554217"
"08_card_by_year","Card[Card]","2282"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","4176.9"
"08_card_by_year","[Txn]","177"
"08_card_by_year","[Decline]","0.0112994350282486"
"08_card_by_year","Card[Card]","156"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","11469.46"
"08_card_by_year","[Txn]","459"
"08_card_by_year","[Decline]","0.0065359477124183"
"08_card_by_year","Card[Card]","5454"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","24449.73"
"08_card_by_year","[Txn]","477"
"08_card_by_year","[Decline]","0.010482180293501"
"08_card_by_year","Card[Card]","48"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","11656.88"
"08_card_by_year","[Txn]","163"
"08_card_by_year","[Decline]","0.0122699386503067"
"08_card_by_year","Card[Card]","2646"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","21971.79"
"08_card_by_year","[Txn]","376"
"08_card_by_year","[Decline]","0.0132978723404255"
"08_card_by_year","Card[Card]","2241"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","16015.46"
"08_card_by_year","[Txn]","343"
"08_card_by_year","[Decline]","0.0233236151603499"
"08_card_by_year","Card[Card]","2703"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","5220.43"
"08_card_by_year","[Txn]","167"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","2446"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","33074.96"
"08_card_by_year","[Txn]","834"
"08_card_by_year","[Decline]","0.0227817745803357"
"08_card_by_year","Card[Card]","4301"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","8415.25"
"08_card_by_year","[Txn]","195"
"08_card_by_year","[Decline]","0.041025641025641"
"08_card_by_year","Card[Card]","2561"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","36005.68"
"08_card_by_year","[Txn]","657"
"08_card_by_year","[Decline]","0.0228310502283105"
"08_card_by_year","Card[Card]","5691"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","35327.63"
"08_card_by_year","[Txn]","624"
"08_card_by_year","[Decline]","0.0176282051282051"
"08_card_by_year","Card[Card]","3841"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","32846.89"
"08_card_by_year","[Txn]","640"
"08_card_by_year","[Decline]","0.0171875"
"08_card_by_year","Card[Card]","5887"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","48208.41"
"08_card_by_year","[Txn]","1100"
"08_card_by_year","[Decline]","0.0154545454545455"
"08_card_by_year","Card[Card]","5788"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","3574.18"
"08_card_by_year","[Txn]","75"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","92"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","17343.01"
"08_card_by_year","[Txn]","285"
"08_card_by_year","[Decline]","0.0421052631578947"
"08_card_by_year","Card[Card]","6066"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","27116.43"
"08_card_by_year","[Txn]","364"
"08_card_by_year","[Decline]","0.0274725274725275"
"08_card_by_year","Card[Card]","172"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","22065.85"
"08_card_by_year","[Txn]","415"
"08_card_by_year","[Decline]","0.0433734939759036"
"08_card_by_year","Card[Card]","3105"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","39868.29"
"08_card_by_year","[Txn]","492"
"08_card_by_year","[Decline]","0.0101626016260163"
"08_card_by_year","Card[Card]","4284"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","28403.69"
"08_card_by_year","[Txn]","426"
"08_card_by_year","[Decline]","0.0140845070422535"
"08_card_by_year","Card[Card]","5686"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","6152.58"
"08_card_by_year","[Txn]","158"
"08_card_by_year","[Decline]","0.0126582278481013"
"08_card_by_year","Card[Card]","5808"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","3913.25"
"08_card_by_year","[Txn]","137"
"08_card_by_year","[Decline]","0.0218978102189781"
"08_card_by_year","Card[Card]","3764"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","8040.35"
"08_card_by_year","[Txn]","281"
"08_card_by_year","[Decline]","0.00711743772241993"
"08_card_by_year","Card[Card]","4575"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","16494.49"
"08_card_by_year","[Txn]","401"
"08_card_by_year","[Decline]","0.0124688279301746"
"08_card_by_year","Card[Card]","6053"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","6812.88"
"08_card_by_year","[Txn]","275"
"08_card_by_year","[Decline]","0.0181818181818182"
"08_card_by_year","Card[Card]","3060"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","10413.32"
"08_card_by_year","[Txn]","129"
"08_card_by_year","[Decline]","0.00775193798449612"
"08_card_by_year","Card[Card]","3665"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","17093.64"
"08_card_by_year","[Txn]","657"
"08_card_by_year","[Decline]","0.0167427701674277"
"08_card_by_year","Card[Card]","4897"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","3424.46"
"08_card_by_year","[Txn]","95"
"08_card_by_year","[Decline]","0.0210526315789474"
"08_card_by_year","Card[Card]","2716"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","5389.27"
"08_card_by_year","[Txn]","268"
"08_card_by_year","[Decline]","0.00746268656716418"
"08_card_by_year","Card[Card]","5712"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","45133.19"
"08_card_by_year","[Txn]","1286"
"08_card_by_year","[Decline]","0.0202177293934681"
"08_card_by_year","Card[Card]","2823"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","45465.23"
"08_card_by_year","[Txn]","787"
"08_card_by_year","[Decline]","0.0228716645489199"
"08_card_by_year","Card[Card]","3918"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","20588.9"
"08_card_by_year","[Txn]","447"
"08_card_by_year","[Decline]","0.0178970917225951"
"08_card_by_year","Card[Card]","67"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","12621.48"
"08_card_by_year","[Txn]","364"
"08_card_by_year","[Decline]","0.010989010989011"
"08_card_by_year","Card[Card]","3708"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","15980.15"
"08_card_by_year","[Txn]","628"
"08_card_by_year","[Decline]","0.0111464968152866"
"08_card_by_year","Card[Card]","5549"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","13947.79"
"08_card_by_year","[Txn]","393"
"08_card_by_year","[Decline]","0.00763358778625954"
"08_card_by_year","Card[Card]","4486"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","15292.25"
"08_card_by_year","[Txn]","459"
"08_card_by_year","[Decline]","0.0217864923747277"
"08_card_by_year","Card[Card]","274"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","969.64"
"08_card_by_year","[Txn]","20"
"08_card_by_year","[Decline]","0.1"
"08_card_by_year","Card[Card]","204"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","29060.21"
"08_card_by_year","[Txn]","582"
"08_card_by_year","[Decline]","0.0223367697594502"
"08_card_by_year","Card[Card]","3087"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","11662.76"
"08_card_by_year","[Txn]","352"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","4328"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","4256.21"
"08_card_by_year","[Txn]","192"
"08_card_by_year","[Decline]","0.0208333333333333"
"08_card_by_year","Card[Card]","5980"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","21904.05"
"08_card_by_year","[Txn]","310"
"08_card_by_year","[Decline]","0.0225806451612903"
"08_card_by_year","Card[Card]","991"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","5654.05"
"08_card_by_year","[Txn]","376"
"08_card_by_year","[Decline]","0.0212765957446809"
"08_card_by_year","Card[Card]","3324"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","6587.61"
"08_card_by_year","[Txn]","404"
"08_card_by_year","[Decline]","0.0173267326732673"
"08_card_by_year","Card[Card]","2432"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","7123.46"
"08_card_by_year","[Txn]","348"
"08_card_by_year","[Decline]","0.0229885057471264"
"08_card_by_year","Card[Card]","4579"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","29706.06"
"08_card_by_year","[Txn]","714"
"08_card_by_year","[Decline]","0.0140056022408964"
"08_card_by_year","Card[Card]","2189"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","32616.59"
"08_card_by_year","[Txn]","762"
"08_card_by_year","[Decline]","0.0236220472440945"
"08_card_by_year","Card[Card]","170"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","14515.54"
"08_card_by_year","[Txn]","328"
"08_card_by_year","[Decline]","0.0274390243902439"
"08_card_by_year","Card[Card]","4957"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","13000.77"
"08_card_by_year","[Txn]","341"
"08_card_by_year","[Decline]","0.00879765395894428"
"08_card_by_year","Card[Card]","6037"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","16074.59"
"08_card_by_year","[Txn]","222"
"08_card_by_year","[Decline]","0.00900900900900901"
"08_card_by_year","Card[Card]","3464"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","15311.74"
"08_card_by_year","[Txn]","241"
"08_card_by_year","[Decline]","0.00829875518672199"
"08_card_by_year","Card[Card]","2416"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","50321.25"
"08_card_by_year","[Txn]","384"
"08_card_by_year","[Decline]","0.015625"
"08_card_by_year","Card[Card]","37"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","47742.7"
"08_card_by_year","[Txn]","377"
"08_card_by_year","[Decline]","0.0159151193633952"
"08_card_by_year","Card[Card]","2083"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","52122.82"
"08_card_by_year","[Txn]","397"
"08_card_by_year","[Decline]","0.0201511335012594"
"08_card_by_year","Card[Card]","5602"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","46511.19"
"08_card_by_year","[Txn]","388"
"08_card_by_year","[Decline]","0.0335051546391753"
"08_card_by_year","Card[Card]","4992"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","2572.64"
"08_card_by_year","[Txn]","53"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","983"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","12410.13"
"08_card_by_year","[Txn]","531"
"08_card_by_year","[Decline]","0.0357815442561205"
"08_card_by_year","Card[Card]","2870"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","2783.35"
"08_card_by_year","[Txn]","202"
"08_card_by_year","[Decline]","0.0099009900990099"
"08_card_by_year","Card[Card]","5398"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","7402.39"
"08_card_by_year","[Txn]","204"
"08_card_by_year","[Decline]","0.0245098039215686"
"08_card_by_year","Card[Card]","3965"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","24747.7"
"08_card_by_year","[Txn]","693"
"08_card_by_year","[Decline]","0.0346320346320346"
"08_card_by_year","Card[Card]","4715"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","27345.07"
"08_card_by_year","[Txn]","764"
"08_card_by_year","[Decline]","0.031413612565445"
"08_card_by_year","Card[Card]","3399"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","16411.8"
"08_card_by_year","[Txn]","257"
"08_card_by_year","[Decline]","0.00778210116731518"
"08_card_by_year","Card[Card]","2907"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","17021.85"
"08_card_by_year","[Txn]","228"
"08_card_by_year","[Decline]","0.0087719298245614"
"08_card_by_year","Card[Card]","2653"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","27451.8"
"08_card_by_year","[Txn]","688"
"08_card_by_year","[Decline]","0.00726744186046512"
"08_card_by_year","Card[Card]","4687"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","7868.48"
"08_card_by_year","[Txn]","190"
"08_card_by_year","[Decline]","0.0157894736842105"
"08_card_by_year","Card[Card]","3864"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","68867.9"
"08_card_by_year","[Txn]","902"
"08_card_by_year","[Decline]","0.0110864745011086"
"08_card_by_year","Card[Card]","4425"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","43618.97"
"08_card_by_year","[Txn]","1069"
"08_card_by_year","[Decline]","0.00935453695042095"
"08_card_by_year","Card[Card]","2472"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","73619"
"08_card_by_year","[Txn]","1070"
"08_card_by_year","[Decline]","0.0149532710280374"
"08_card_by_year","Card[Card]","2429"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","56241.41"
"08_card_by_year","[Txn]","1609"
"08_card_by_year","[Decline]","0.0136730888750777"
"08_card_by_year","Card[Card]","2541"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","13114.26"
"08_card_by_year","[Txn]","212"
"08_card_by_year","[Decline]","0.0188679245283019"
"08_card_by_year","Card[Card]","3135"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","12199.31"
"08_card_by_year","[Txn]","188"
"08_card_by_year","[Decline]","0.0212765957446809"
"08_card_by_year","Card[Card]","4675"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","12888.87"
"08_card_by_year","[Txn]","209"
"08_card_by_year","[Decline]","0.00956937799043062"
"08_card_by_year","Card[Card]","3537"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","11541.25"
"08_card_by_year","[Txn]","168"
"08_card_by_year","[Decline]","0.0297619047619048"
"08_card_by_year","Card[Card]","4646"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","9417.48"
"08_card_by_year","[Txn]","165"
"08_card_by_year","[Decline]","0.0242424242424242"
"08_card_by_year","Card[Card]","6115"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","12347.14"
"08_card_by_year","[Txn]","187"
"08_card_by_year","[Decline]","0.0213903743315508"
"08_card_by_year","Card[Card]","3457"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","11581.76"
"08_card_by_year","[Txn]","197"
"08_card_by_year","[Decline]","0.0304568527918782"
"08_card_by_year","Card[Card]","4952"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","10407.24"
"08_card_by_year","[Txn]","387"
"08_card_by_year","[Decline]","0.0284237726098191"
"08_card_by_year","Card[Card]","5630"
"08_card_by_year","Date[Year]","2016"
"08_card_by_year","[Spend]","8154.94"
"08_card_by_year","[Txn]","358"
